Human_Gene	Uniprot_GO_SUM
RPL5	ribosome
RPL6	ribosome
RPL7	ribosome
RPL7A	ribosome
RPL7L1	ribosome
RPL8	ribosome
RPL9	ribosome
RPLP0	ribosome
RPLP0P6	ribosome
RPLP1	ribosome
RPLP2	ribosome
RPN1	ER
RPN2	ER
RPP14	Mitochondrion
RPP21	Nucleus
RPP25	Nucleus
RPP25L	Nucleus
RPP30	Nucleus
RPP38	Nucleus
RPP40	Nucleus
RPRD1B	Nucleus
RPS10	ribosome
RPS10P5	ribosome
RPS11	ribosome
RPS12	ribosome
RPS13	ribosome
RPS14	ribosome
RPS15	ribosome
RPS15A	ribosome
RPS16	ribosome
RPS17	ribosome
RPS17L	ribosome
RPS18	ribosome
RPS19	ribosome
RPS19BP1	ribosome
RPS2	ribosome
RPS20	ribosome
RPS21	ribosome
RPS23	ribosome
RPS24	ribosome
RPS25	ribosome
RPS26	ribosome
RPS26P11	ribosome
RPS27	ribosome
RPS27A	ribosome
RPS27L	ribosome
RPS28	ribosome
RPS29	ribosome
RPS3	ribosome
RPS3A	ribosome
RPS4X	ribosome
RPS4Y1	ribosome
RPS4Y2	ribosome
RPS5	ribosome
RPS6	ribosome
RPS6KA1	ribosome
RPS6KA2	ribosome
RPS6KA3	ribosome
RPS6KA4	ribosome
RPS6KA5	ribosome
RPS6KA6	ribosome
RPS6KB1	ribosome
RPS6KB2	ribosome
RPS6KC1	ribosome
RPS6KL1	ribosome
RPS7	ribosome
RPS8	ribosome
RPS9	ribosome
RPSA	ribosome
RPUSD1	Mitochondrion
RPUSD2	Mitochondrion
RPUSD3	Mitochondrion
RPUSD4	Mitochondrion
RRAD	PM
RRBP1	ER
RREB1	Nucleus
RRH	PM
RRM1	cytosol
RRM2	cytosol
RRN3	Nucleus
RRP1	Nucleus
RRP12	Nucleus
RRP1B	Nucleus
RRP36	Nucleus
RRP7A	cytosol
RRP9	Nucleus
RRS1	Nucleus
RSAD1	Mitochondrion
RSBN1	Nucleus
RSBN1L	Nucleus
RSF1	Nucleus
RSG1	CS
RSL1D1	Nucleus
RSL24D1	Nucleus
RSPH4A	CS
RSPH9	CS
RSU1	CS
RTCA	Nucleus
RTEL1	Nucleus
RTF1	Nucleus
RTKN	cytosol
RTKN2	PM
RTN1	ER
RTN2	ER
RTN4	ER
RTN4IP1	Mitochondrion
RTN4R	PM
RTP1	PM
RTP2	PM
RTTN	CS
RUFY2	Nucleus
RUNX1	Nucleus
RUNX1-IT1	cytosol
RUNX2	Nucleus
RUSC2	cytosol
RXFP1	PM
RXFP2	PM
RXFP3	PM
RXFP4	PM
RXRA	Nucleus
RXRB	Nucleus
RXRG	Nucleus
S100A1	cytosol
S100A10	PM
S100A14	cytosol
S100A3	cytosol
S100A7A	cytosol
S100G	PM
S100PBP	Nucleus
S1PR2	PM
S1PR3	PM
S1PR4	PM
S1PR5	PM
SACM1L	ER
SAE1	Nucleus
SAFB	Nucleus
SAGE1	Nucleus
SALL1	Nucleus
SALL2	Nucleus
SALL3	Nucleus
SAMD11	Nucleus
SAMD4A	CS
SAMD8	ER
SAMD9	cytosol
SAMD9L	endosome
SAMHD1	Nucleus
SAMM50	Mitochondrion
SAP130	Nucleus
SAP30	Nucleus
SAP30BP	Nucleus
SAP30L	Nucleus
SARAF	ER
SARDH	Mitochondrion
SARG	cytosol
SARNP	Nucleus
SARS	cytosol
SARS2	Mitochondrion
SASS6	CS
SAT1	cytosol
SAT2	cytosol
SATB2	Nucleus
SBF1	Nucleus
SBK1	cytosol
SBK2	cytosol
SBSN	cytosol
SC5D	ER
SCAF1	Nucleus
SCAF11	Nucleus
SCAF4	Nucleus
SCAMP1	Golgi
SCAMP2	Golgi
SCAND1	Nucleus
SCAND2P	Nucleus
SCARA5	PM
SCARB2	lysosome
SCD	ER
SCD5	ER
SCHIP1	cytosol
SCIN	CS
SCLT1	CS
SCLY	cytosol
SCMH1	Nucleus
SCML1	Nucleus
SCML2	Nucleus
SCML4	Nucleus
SCN11A	PM
SCN1A	PM
SCN2A	PM
SCN3B	PM
SCN4A	PM
SCN4B	PM
SCN9A	PM
SCNM1	Nucleus
SCNN1D	PM
SCNN1G	PM
SCO1	Mitochondrion
SCO2	Mitochondrion
SCPEP1	cytosol
SCRN1	cytosol
SCRT1	Nucleus
SCRT2	Nucleus
SCTR	PM
SCX	Nucleus
SDAD1	Nucleus
SDCCAG8	CS
SDE2	Nucleus
SDF2L1	ER
SDHA	Mitochondrion
SDHAF1	Mitochondrion
SDHAF2	Mitochondrion
SDHB	Mitochondrion
SDHC	Mitochondrion
SDHD	Mitochondrion
SDR16C5	ER
SDR39U1	Nucleus
SDS	cytosol
SDSL	Mitochondrion
SEBOX	Nucleus
SEC11A	ER
SEC11C	ER
SEC22A	ER
SEC22C	ER
SEC61A1	ER
SEC61A2	ER
SEC61B	ER
SEC61G	ER
SEC62	ER
SEC63	ER
SEH1L	Nucleus
SEL1L	ER
SEL1L3	Nucleus
SELE	PM
SELL	PM
SELPLG	PM
SEMA3B	ER
SEMA4A	PM
SEMA4D	PM
SEMA4G	PM
SEMA5A	PM
SEMA6A	PM
SEMA6B	PM
SEMA6C	PM
SEMA7A	PM
SENP5	Nucleus
SENP6	Nucleus
SENP7	Nucleus
SEPN1	ER
SEPSECS	cytosol
SEPT_01	CS
SEPT_03	CS
SEPT_08	CS
SEPT_09	CS
SEPT_10	CS
SEPT_11	CS
SEPT_14	CS
SEPT_15	ER
SEPW1	cytosol
SERHL	Mitochondrion
SERINC1	ER
SERP2	ER
SERPINA1	ER
SERPINA2	ER
SERPINB11	cytosol
SERPINB12	cytosol
SERPINB13	cytosol
SERPINB6	cytosol
SERPINB7	cytosol
SERPINB8	cytosol
SERPINB9	cytosol
SERPINH1	ER
SERTAD3	Nucleus
SERTAD4	Nucleus
SESN1	Nucleus
SESN3	Nucleus
SETBP1	Nucleus
SETD1A	Nucleus
SETD2	Nucleus
SETD3	Nucleus
SETD4	Nucleus
SETD6	Nucleus
SETD7	Nucleus
SETDB1	Nucleus
SETDB2	Nucleus
SETMAR	Nucleus
SEZ6L	ER
SF1	Nucleus
SF3A1	Nucleus
SF3A2	Nucleus
SF3A3	Nucleus
SF3B2	Nucleus
SF3B3	Nucleus
SF3B4	Nucleus
SF3B5	Nucleus
SF3B6	Nucleus
SFI1	CS
SFMBT1	Nucleus
SFMBT2	Nucleus
SFR1	Nucleus
SFSWAP	Nucleus
SFXN1	Mitochondrion
SFXN2	Mitochondrion
SFXN3	Mitochondrion
SFXN4	Mitochondrion
SFXN5	Mitochondrion
SGMS1	Golgi
SGPL1	ER
SGPP1	ER
SGPP2	ER
SGSH	lysosome
SGSM1	Golgi
SGSM2	cytosol
SGSM3	cytosol
SH2B3	cytosol
SH2D1A	cytosol
SH2D1B	cytosol
SH2D2A	cytosol
SH2D4A	CS
SH3BGR	cytosol
SH3BGRL2	Nucleus
SH3BP1	cytosol
SH3BP5	Mitochondrion
SH3BP5L	cytosol
SH3GL3	endosome
SH3GLB2	cytosol
SH3PXD2A	CS
SH3PXD2B	CS
SH3RF2	Nucleus
SHISA2	ER
SHISA3	ER
SHMT1	cytosol
SHOX	Nucleus
SHOX2	Nucleus
SHPK	cytosol
SHPRH	Nucleus
SHROOM1	CS
SHROOM3	CS
SHROOM4	CS
SI	PM
SIAH3	Mitochondrion
SIDT2	lysosome
SIGLEC14	PM
SIGLEC15	PM
SIGLEC16	PM
SIGLEC7	PM
SIGLEC9	PM
SIK2	cytosol
SIK3	CS
SIKE1	cytosol
SIL1	ER
SIM1	Nucleus
SIM2	Nucleus
SIN3A	Nucleus
SIN3B	Nucleus
SIRPA	PM
SIRPB1	PM
SIRPG	PM
SIRT3	Mitochondrion
SIRT4	Mitochondrion
SIRT6	Nucleus
SIT1	PM
SIX2	Nucleus
SIX3	Nucleus
SIX6	Nucleus
SKAP2	cytosol
SKI	Nucleus
SKIV2L	Nucleus
SKIV2L2	Nucleus
SKOR1	Nucleus
SLA	endosome
SLAIN2	CS
SLAMF6	PM
SLAMF7	PM
SLC10A1	PM
SLC10A2	PM
SLC10A3	PM
SLC10A4	PM
SLC10A5	PM
SLC10A6	PM
SLC12A1	PM
SLC12A3	PM
SLC12A6	PM
SLC12A7	PM
SLC12A9	PM
SLC13A1	PM
SLC13A2	PM
SLC13A3	PM
SLC13A4	PM
SLC13A5	PM
SLC14A1	PM
SLC14A2	PM
SLC15A1	PM
SLC15A2	PM
SLC15A3	lysosome
SLC15A4	lysosome
SLC16A1	PM
SLC16A10	PM
SLC16A11	ER
SLC16A12	PM
SLC16A13	Golgi
SLC16A14	PM
SLC16A2	PM
SLC16A3	PM
SLC16A4	PM
SLC16A5	PM
SLC16A6	PM
SLC16A7	PM
SLC16A8	PM
SLC16A9	PM
SLC17A1	PM
SLC17A2	PM
SLC17A4	PM
SLC18A1	ER
SLC19A1	PM
SLC19A2	PM
SLC19A3	PM
SLC1A1	PM
SLC1A2	PM
SLC1A7	PM
SLC20A1	PM
SLC20A2	PM
SLC22A1	PM
SLC22A10	PM
SLC22A11	PM
SLC22A12	PM
SLC22A13	PM
SLC22A14	PM
SLC22A16	PM
SLC22A17	PM
SLC22A2	PM
SLC22A20	PM
SLC22A23	PM
SLC22A24	PM
SLC22A25	PM
SLC22A3	PM
SLC22A31	PM
SLC22A5	PM
SLC22A6	PM
SLC22A7	PM
SLC22A8	PM
SLC22A9	PM
SLC23A1	PM
SLC23A2	PM
SLC24A1	PM
SLC24A2	PM
SLC24A3	PM
SLC24A5	Golgi
SLC25A1	Mitochondrion
SLC25A10	Mitochondrion
SLC25A11	Mitochondrion
SLC25A12	Mitochondrion
SLC25A13	Mitochondrion
SLC25A14	Mitochondrion
SLC25A15	Mitochondrion
SLC25A16	Mitochondrion
SLC25A18	Mitochondrion
SLC25A19	Mitochondrion
SLC25A2	Mitochondrion
SLC25A20	Mitochondrion
SLC25A21	Mitochondrion
SLC25A22	Mitochondrion
SLC25A23	Mitochondrion
SLC25A24	Mitochondrion
SLC25A25	Mitochondrion
SLC25A26	Mitochondrion
SLC25A27	Mitochondrion
SLC25A28	Mitochondrion
SLC25A29	Mitochondrion
SLC25A3	Mitochondrion
SLC25A30	Mitochondrion
SLC25A32	Mitochondrion
SLC25A33	Mitochondrion
SLC25A34	Mitochondrion
SLC25A35	Mitochondrion
SLC25A36	Mitochondrion
SLC25A37	Mitochondrion
SLC25A38	Mitochondrion
SLC25A39	Mitochondrion
SLC25A4	Mitochondrion
SLC25A40	Mitochondrion
SLC25A41	Mitochondrion
SLC25A42	Mitochondrion
SLC25A43	Mitochondrion
SLC25A44	Mitochondrion
SLC25A45	Mitochondrion
SLC25A46	Mitochondrion
SLC25A47	Mitochondrion
SLC25A48	Mitochondrion
SLC25A5	Mitochondrion
SLC25A51	Mitochondrion
SLC25A52	Mitochondrion
SLC25A53	Mitochondrion
SLC25A6	Mitochondrion
SLC26A1	PM
SLC26A10	PM
SLC26A2	PM
SLC26A3	PM
SLC26A4	PM
SLC26A5	PM
SLC26A8	PM
SLC26A9	PM
SLC27A3	Mitochondrion
SLC27A4	ER
SLC27A5	ER
SLC28A1	PM
SLC28A2	PM
SLC29A1	PM
SLC29A3	lysosome
SLC29A4	PM
SLC2A11	PM
SLC2A13	PM
SLC2A14	Nucleus
SLC2A3	PM
SLC2A6	PM
SLC2A7	PM
SLC2A9	PM
SLC30A1	PM
SLC30A10	PM
SLC30A2	lysosome
SLC30A4	endosome
SLC30A7	Golgi
SLC31A2	PM
SLC33A1	ER
SLC35A1	Golgi
SLC35A2	Golgi
SLC35A3	Golgi
SLC35A4	Golgi
SLC35A5	Golgi
SLC35B1	ER
SLC35B2	Golgi
SLC35B3	Golgi
SLC35B4	Golgi
SLC35C1	Golgi
SLC35D1	ER
SLC35D2	Golgi
SLC35G2	PM
SLC37A4	ER
SLC38A1	PM
SLC38A11	ER
SLC38A3	PM
SLC38A4	PM
SLC38A5	PM
SLC38A6	PM
SLC38A9	endosome
SLC39A10	PM
SLC39A13	Golgi
SLC39A2	PM
SLC39A3	PM
SLC39A5	PM
SLC39A6	PM
SLC39A8	endosome
SLC41A1	PM
SLC41A2	PM
SLC41A3	PM
SLC43A1	PM
SLC43A2	PM
SLC44A3	PM
SLC44A4	PM
SLC44A5	PM
SLC46A2	PM
SLC47A2	PM
SLC48A1	endosome
SLC4A1	PM
SLC4A11	PM
SLC4A3	PM
SLC4A4	PM
SLC4A5	PM
SLC4A9	PM
SLC51B	PM
SLC52A1	PM
SLC52A2	PM
SLC52A3	PM
SLC5A10	PM
SLC5A11	PM
SLC5A12	PM
SLC5A2	PM
SLC5A3	PM
SLC5A8	PM
SLC5A9	PM
SLC6A13	PM
SLC6A15	PM
SLC6A16	PM
SLC6A18	PM
SLC6A19	PM
SLC6A2	PM
SLC6A20	PM
SLC6A3	PM
SLC6A4	PM
SLC6A5	PM
SLC6A6	PM
SLC6A7	PM
SLC6A8	PM
SLC6A9	PM
SLC7A1	PM
SLC7A14	lysosome
SLC7A2	PM
SLC7A3	PM
SLC7A6	PM
SLC7A7	PM
SLC7A9	PM
SLC8A1	PM
SLC8B1	Mitochondrion
SLC9A2	PM
SLC9A3	PM
SLC9A4	PM
SLC9A5	PM
SLC9A6	endosome
SLC9A7	Golgi
SLC9A8	Golgi
SLC9A9	endosome
SLC9B1	PM
SLC9B2	Mitochondrion
SLCO1A2	PM
SLCO1B1	PM
SLCO1B3	PM
SLCO1B7	PM
SLCO1C1	PM
SLCO2A1	PM
SLCO2B1	PM
SLCO3A1	PM
SLCO4A1	PM
SLCO4C1	PM
SLCO5A1	PM
SLCO6A1	PM
SLFN11	Nucleus
SLFN5	Nucleus
SLIT3	Mitochondrion
SLITRK6	PM
SLK	cytosol
SLMO1	Mitochondrion
SLMO2	Mitochondrion
SLTM	Nucleus
SLX1A	Nucleus
SMAD6	Nucleus
SMARCA1	Nucleus
SMARCA2	Nucleus
SMARCA4	Nucleus
SMARCA5	Nucleus
SMARCAL1	Nucleus
SMARCB1	Nucleus
SMARCC1	Nucleus
SMARCC2	Nucleus
SMARCD1	Nucleus
SMARCD2	Nucleus
SMARCD3	Nucleus
SMARCE1	Nucleus
SMC3	Nucleus
SMCR8	Nucleus
SMDT1	Mitochondrion
SMG8	cytosol
SMG9	cytosol
SMIM14	ER
SMIM23	PM
SMIM9	PM
SMPD2	PM
SMS	cytosol
SMTN	CS
SMUG1	Nucleus
SNAI3	Nucleus
SNAPC1	Nucleus
SNAPC2	Nucleus
SNAPC3	Nucleus
SNAPC4	Nucleus
SNAPC5	Nucleus
SNCAIP	CS
SNCB	cytosol
SNIP1	Nucleus
SNN	Mitochondrion
SNRK	Nucleus
SNRNP200	Nucleus
SNRNP25	Nucleus
SNRNP27	Nucleus
SNRNP35	Nucleus
SNRNP40	Nucleus
SNRNP48	Nucleus
SNRPA	Nucleus
SNRPA1	Nucleus
SNRPB2	Nucleus
SNRPC	Nucleus
SNRPGP15	Nucleus
SNRPN	Nucleus
SNTB1	CS
SNTG2	CS
SNURF	Nucleus
SNW1	Nucleus
SNX11	endosome
SNX12	endosome
SNX13	endosome
SNX16	lysosome
SNX25	endosome
SNX30	endosome
SNX31	endosome
SNX32	endosome
SOAT1	ER
SOAT2	ER
SOBP	Nucleus
SOCS2	cytosol
SOCS3	cytosol
SOCS4	cytosol
SOCS5	cytosol
SOCS6	cytosol
SOD2	Mitochondrion
SOHLH2	Nucleus
SON	Nucleus
SOS2	cytosol
SOST	Golgi
SOX1	Nucleus
SOX11	Nucleus
SOX12	Nucleus
SOX13	Nucleus
SOX14	Nucleus
SOX15	Nucleus
SOX17	Nucleus
SOX18	Nucleus
SOX2	Nucleus
SOX21	Nucleus
SOX3	Nucleus
SOX30	Nucleus
SOX4	Nucleus
SOX5	Nucleus
SOX6	Nucleus
SOX8	Nucleus
SOX9	Nucleus
SP110	Nucleus
SP140L	Nucleus
SP2	Nucleus
SP4	Nucleus
SP5	Nucleus
SP6	Nucleus
SP7	Nucleus
SP8	Nucleus
SP9	Nucleus
SPAG1	CS
SPAG16	CS
SPAG17	CS
SPAG6	CS
SPAG7	Nucleus
SPAM1	PM
SPATA16	Golgi
SPATA17	cytosol
SPATA19	Mitochondrion
SPATA2	Nucleus
SPATA4	cytosol
SPATA5L1	cytosol
SPATA7	CS
SPATC1	CS
SPATS2	cytosol
SPCS1	ER
SPCS2	ER
SPCS3	ER
SPDEF	Nucleus
SPDYA	Nucleus
SPECC1	Nucleus
SPEF1	CS
SPEF2	Golgi
SPEG	Nucleus
SPEN	Nucleus
SPG7	Mitochondrion
SPHKAP	CS
SPI1	Nucleus
SPIC	Nucleus
SPICE1	CS
SPIDR	Nucleus
SPIN1	Nucleus
SPIN2A	Nucleus
SPIN2B	Nucleus
SPO11	Nucleus
SPOCK1	CS
SPON1	ER
SPOP	Nucleus
SPOPL	Nucleus
SPPL2C	ER
SPR	cytosol
SPRN	PM
SPRR1A	cytosol
SPRR1B	cytosol
SPRR2A	cytosol
SPRR2B	cytosol
SPRR2D	cytosol
SPRR2E	cytosol
SPRR2F	cytosol
SPRR2G	cytosol
SPRR3	cytosol
SPRTN	Nucleus
SPSB1	cytosol
SPSB2	cytosol
SPSB4	cytosol
SPTA1	CS
SPTB	CS
SPTBN2	CS
SPTBN4	CS
SPTLC1	ER
SPTLC2	ER
SPTLC3	ER
SPTSSA	ER
SPTSSB	ER
SPTY2D1	Nucleus
SQLE	ER
SQRDL	Mitochondrion
SRCAP	Nucleus
SRD5A1	ER
SRD5A2	ER
SRD5A3	ER
SREK1	Nucleus
SRF	Nucleus
SRGAP1	cytosol
SRGAP2C	cytosol
SRGAP3	cytosol
SRM	cytosol
SRMS	CS
SRP14	cytosol
SRP19	cytosol
SRP9	cytosol
SRPR	ER
SRPRB	ER
SRRM1	Nucleus
SRRM2	Nucleus
SRRM4	Nucleus
SRSF11	Nucleus
SRSF12	Nucleus
SRSF2	Nucleus
SRSF4	Nucleus
SRSF5	Nucleus
SRSF6	Nucleus
SRSF8	Nucleus
SRSF9	Nucleus
SRXN1	cytosol
SS18	Nucleus
SSB	Nucleus
SSBP2	Nucleus
SSBP3	Nucleus
SSBP4	Nucleus
SSH2	CS
SSR1	ER
SSR2	ER
SSR3	ER
SSR4	ER
SSTR1	PM
SSTR4	PM
SSTR5	PM
SSUH2	cytosol
SSX1	Nucleus
SSX10	Nucleus
SSX2	Nucleus
SSX3	Nucleus
SSX4	Nucleus
SSX5	Nucleus
SSX6	Nucleus
SSX7	Nucleus
SSX8	Nucleus
SSX9	Nucleus
ST13	cytosol
ST13P4	cytosol
ST13P5	cytosol
ST18	Nucleus
ST20	Mitochondrion
ST3GAL1	Golgi
ST3GAL2	Golgi
ST3GAL3	Golgi
ST3GAL4	Golgi
ST3GAL5	Golgi
ST3GAL6	Golgi
ST6GAL2	Golgi
ST6GALNAC1	Golgi
ST6GALNAC2	Golgi
ST6GALNAC3	Golgi
ST6GALNAC4	Golgi
ST6GALNAC5	Golgi
ST6GALNAC6	Golgi
ST8SIA1	Golgi
ST8SIA2	Golgi
ST8SIA3	Golgi
ST8SIA4	Golgi
ST8SIA5	Golgi
ST8SIA6	Golgi
STAC	cytosol
STAG1	Nucleus
STAG2	Nucleus
STAG3L1	Nucleus
STAG3L2	Nucleus
STAG3L3	Nucleus
STAP2	cytosol
STAR	Mitochondrion
STARD3	endosome
STARD3NL	endosome
STARD5	cytosol
STARD7	Mitochondrion
STARD8	CS
STEAP1	endosome
STEAP2	PM
STIL	cytosol
STK10	PM
STK17A	Nucleus
STK19	Nucleus
STK32A	PM
STMN1	CS
STOML3	PM
STRA13	Nucleus
STRA6	PM
STRA8	cytosol
STRBP	CS
STRIP2	cytosol
STS	ER
STT3A	ER
STT3B	ER
STX10	Golgi
STX11	Golgi
STX4	PM
STX6	Golgi
STX7	endosome
STX8	endosome
STXBP4	cytosol
STXBP6	PM
SUB1	Nucleus
SUCLA2	Mitochondrion
SUCLG1	Mitochondrion
SUCLG2	Mitochondrion
SUCNR1	PM
SUCO	ER
SUDS3	Nucleus
SUGCT	Mitochondrion
SUGP1	Nucleus
SUGP2	Nucleus
SULT1A1	cytosol
SULT1A2	cytosol
SULT1A3	cytosol
SULT1A4	cytosol
SULT1B1	cytosol
SULT1C2	cytosol
SULT1C3	cytosol
SULT1C4	cytosol
SULT1E1	cytosol
SULT2A1	cytosol
SULT4A1	cytosol
SULT6B1	cytosol
SUMF1	ER
SUMF2	ER
SUMO4	Nucleus
SUN3	Nucleus
SUN5	Nucleus
SUOX	Mitochondrion
SUPT16H	Nucleus
SUPT20H	Nucleus
SUPT3H	Nucleus
SUPT4H1	Nucleus
SUPT5H	Nucleus
SUPT6H	Nucleus
SUPT7L	Nucleus
SURF1	Mitochondrion
SUSD2	PM
SUSD3	PM
SUV39H1	Nucleus
SUV39H2	Nucleus
SUZ12	Nucleus
SWI5	Nucleus
SWSAP1	Nucleus
SYCE1L	CS
SYCE3	Nucleus
SYCP2L	Nucleus
SYDE1	cytosol
SYDE2	cytosol
SYF2	Nucleus
SYN2	CS
SYNDIG1L	Golgi
SYNJ1	cytosol
SYNJ2BP	Mitochondrion
SYNM	CS
SYNPO2L	CS
SYS1	Golgi
SYT15	PM
SYT17	Golgi
SYVN1	ER
SZT2	Peroxisome
T	Nucleus
TAAR1	PM
TAAR2	PM
TAAR3	PM
TAAR5	PM
TAAR6	PM
TAAR8	PM
TAAR9	PM
TAC4	cytosol
TACC3	cytosol
TACO1	Mitochondrion
TACR1	PM
TACR2	PM
TACR3	PM
TADA1	Nucleus
TADA2A	Nucleus
TADA2B	Nucleus
TADA3	Nucleus
TAF1	Nucleus
TAF10	Nucleus
TAF11	Nucleus
TAF12	Nucleus
TAF13	Nucleus
TAF1A	Nucleus
TAF1B	Nucleus
TAF1C	Nucleus
TAF1D	Nucleus
TAF1L	Nucleus
TAF2	Nucleus
TAF3	Nucleus
TAF4	Nucleus
TAF5	Nucleus
TAF5L	Nucleus
TAF6	Nucleus
TAF6L	Nucleus
TAF7	Nucleus
TAF7L	cytosol
TAF9	Nucleus
TAF9B	Nucleus
TAGAP	cytosol
TAGLN	cytosol
TAGLN3	Nucleus
TAL1	Nucleus
TAL2	Nucleus
TALDO1	cytosol
TAMM41	Mitochondrion
TANGO2	Mitochondrion
TANK	cytosol
TAOK1	cytosol
TAP1	ER
TAP2	ER
TAPBP	ER
TARBP1	Nucleus
TARS	cytosol
TARS2	Mitochondrion
TARSL2	cytosol
TAS1R1	PM
TAS1R2	PM
TAS1R3	PM
TAS2R1	PM
TAS2R10	PM
TAS2R13	PM
TAS2R14	PM
TAS2R16	PM
TAS2R19	PM
TAS2R20	PM
TAS2R3	PM
TAS2R30	PM
TAS2R31	PM
TAS2R38	PM
TAS2R39	PM
TAS2R4	PM
TAS2R40	PM
TAS2R41	PM
TAS2R42	PM
TAS2R45	PM
TAS2R46	PM
TAS2R5	PM
TAS2R50	PM
TAS2R60	PM
TAS2R7	PM
TAS2R8	PM
TAS2R9	PM
TATDN1	Nucleus
TATDN2	Nucleus
TATDN3	Nucleus
TAX1BP1	cytosol
TBATA	cytosol
TBC1D1	Nucleus
TBC1D10A	PM
TBC1D10C	PM
TBC1D14	Golgi
TBC1D15	cytosol
TBC1D24	CS
TBC1D3	PM
TBC1D30	PM
TBC1D31	CS
TBC1D32	CS
TBC1D3B	PM
TBC1D3C	PM
TBC1D3F	PM
TBC1D3G	PM
TBC1D3H	PM
TBCA	CS
TBCB	CS
TBCC	CS
TBCE	CS
TBCEL	CS
TBL1X	Nucleus
TBL1XR1	Nucleus
TBL1Y	Nucleus
TBL2	ER
TBL3	Nucleus
TBP	Nucleus
TBPL1	cytosol
TBR1	Nucleus
TBRG1	Nucleus
TBRG4	Mitochondrion
TBX1	Nucleus
TBX10	Nucleus
TBX15	Nucleus
TBX18	Nucleus
TBX19	Nucleus
TBX2	Nucleus
TBX20	Nucleus
TBX21	Nucleus
TBX22	Nucleus
TBX3	Nucleus
TBX4	Nucleus
TBX5	Nucleus
TBX6	Nucleus
TBXA2R	PM
TBXAS1	ER
TC2N	Nucleus
TCAIM	Mitochondrion
TCAP	CS
TCEA1	Nucleus
TCEA2	Nucleus
TCEA3	Nucleus
TCEAL1	Nucleus
TCEAL2	Nucleus
TCEAL3	Nucleus
TCEAL4	Nucleus
TCEAL5	Nucleus
TCEAL6	Nucleus
TCEAL7	Nucleus
TCEAL8	Nucleus
TCEANC	Nucleus
TCEANC2	Nucleus
TCEB1	Nucleus
TCEB2	Nucleus
TCEB3	Nucleus
TCEB3B	Nucleus
TCEB3C	Nucleus
TCEB3CL	Nucleus
TCEB3CL2	Nucleus
TCERG1	Nucleus
TCF12	Nucleus
TCF15	Nucleus
TCF19	Nucleus
TCF20	Nucleus
TCF21	Nucleus
TCF23	Nucleus
TCF24	Nucleus
TCF25	Nucleus
TCF3	Nucleus
TCF4	Nucleus
TCF7	Nucleus
TCF7L1	Nucleus
TCFL5	Nucleus
TCHH	CS
TCOF1	Nucleus
TCP1	CS
TCP10	cytosol
TCP10L	Nucleus
TCP11L1	CS
TCRA	PM
TCRB	PM
TDG	Nucleus
TDGF1	PM
TDGF1P3	PM
TDH	Mitochondrion
TDO2	cytosol
TDRG1	cytosol
TEAD1	Nucleus
TEAD2	Nucleus
TEAD3	Nucleus
TEAD4	Nucleus
TECR	ER
TEF	Nucleus
TEKT1	CS
TEKT2	CS
TEKT3	CS
TEKT5	CS
TEN1	Nucleus
TEP1	Nucleus
TES	CS
TESK1	cytosol
TESK2	Nucleus
TET1	Nucleus
TEX101	PM
TEX19	cytosol
TEX30	Nucleus
TEX37	Nucleus
TEX40	cytosol
TFAP2A	Nucleus
TFAP2B	Nucleus
TFAP2C	Nucleus
TFAP2D	Nucleus
TFAP2E	Nucleus
TFAP4	Nucleus
TFB1M	Mitochondrion
TFB2M	Mitochondrion
TFCP2	Nucleus
TFCP2L1	Nucleus
TFDP1	Nucleus
TFDP2	Nucleus
TFE3	Nucleus
TFEC	Nucleus
TFPT	Nucleus
TGFBR2	PM
TGFBRAP1	endosome
TGIF1	Nucleus
TGIF2	Nucleus
TGIF2LX	Nucleus
TGIF2LY	Nucleus
TGM5	CS
TGM6	cytosol
THAP2	Nucleus
THAP5	Nucleus
THAP6	CS
THAP7	Nucleus
THEG	Nucleus
THEM5	Mitochondrion
THOC2	Nucleus
THOC3	Nucleus
THOC6	Nucleus
THOP1	cytosol
THRA	Nucleus
THRAP3	Nucleus
THRB	Nucleus
THSD7A	PM
THTPA	cytosol
THY1	PM
THYN1	Nucleus
TIAF1	Nucleus
TICRR	Nucleus
TIE1	PM
TIGD1	Nucleus
TIGD2	Nucleus
TIGD3	Nucleus
TIGD4	Nucleus
TIGD5	Nucleus
TIGD6	Nucleus
TIGD7	Nucleus
TIGIT	PM
TIMELESS	Nucleus
TIMM10	Mitochondrion
TIMM10B	Mitochondrion
TIMM13	Mitochondrion
TIMM17A	Mitochondrion
TIMM17B	Mitochondrion
TIMM21	Mitochondrion
TIMM22	Mitochondrion
TIMM23	Mitochondrion
TIMM23B	Mitochondrion
TIMM44	Mitochondrion
TIMM8A	Mitochondrion
TIMM8B	Mitochondrion
TIMM9	Mitochondrion
TIMMDC1	Mitochondrion
TINF2	Nucleus
TIPARP	Nucleus
TIPRL	cytosol
TK1	cytosol
TK2	Mitochondrion
TKTL2	cytosol
TLCD1	PM
TLDC1	lysosome
TLE1	Nucleus
TLE2	Nucleus
TLE3	Nucleus
TLE4	Nucleus
TLE6	CS
TLK1	Nucleus
TLR10	PM
TLR3	ER
TLR5	PM
TLX1	Nucleus
TLX2	Nucleus
TLX3	Nucleus
TM4SF1	PM
TM4SF20	PM
TM4SF5	PM
TM6SF1	lysosome
